Date,Open,High,Low,Close
27-Oct-00,"1,364.44","1,384.57","1,364.13","1,379.58"
30-Oct-00,"1,379.58","1,406.36","1,376.86","1,398.66"
31-Oct-00,"1,398.66","1,432.22","1,398.66","1,429.40"
1-Nov-00,"1,429.40","1,429.60","1,410.45","1,421.22"
2-Nov-00,"1,421.22","1,433.40","1,421.22","1,428.32"
3-Nov-00,"1,428.32","1,433.21","1,420.92","1,426.69"
6-Nov-00,"1,428.76","1,438.46","1,427.72","1,432.19"
7-Nov-00,"1,432.19","1,436.22","1,423.26","1,431.87"
8-Nov-00,"1,431.87","1,437.28","1,408.78","1,409.28"
9-Nov-00,"1,409.28","1,409.28","1,369.68","1,400.14"
10-Nov-00,"1,400.14","1,400.14","1,365.97","1,365.98"
13-Nov-00,"1,365.98","1,365.98","1,328.62","1,351.26"
14-Nov-00,"1,351.26","1,390.06","1,351.26","1,382.95"
15-Nov-00,"1,382.95","1,395.96","1,374.75","1,389.81"
16-Nov-00,"1,389.81","1,394.76","1,370.39","1,372.32"
17-Nov-00,"1,372.32","1,384.85","1,355.55","1,367.72"
20-Nov-00,"1,367.72","1,367.72","1,341.67","1,342.62"
21-Nov-00,"1,342.62","1,355.87","1,333.62","1,347.35"
22-Nov-00,"1,347.35","1,347.35","1,321.89","1,322.36"
24-Nov-00,"1,322.36","1,343.83","1,322.36","1,341.77"
27-Nov-00,"1,341.77","1,362.50","1,341.77","1,348.97"
28-Nov-00,"1,348.97","1,358.81","1,334.97","1,336.09"
29-Nov-00,"1,336.09","1,352.38","1,329.28","1,341.93"
30-Nov-00,"1,341.91","1,341.91","1,294.90","1,314.95"
1-Dec-00,"1,314.95","1,334.67","1,307.02","1,315.23"
4-Dec-00,"1,315.18","1,332.06","1,310.23","1,324.97"
5-Dec-00,"1,324.97","1,376.56","1,324.97","1,376.54"
6-Dec-00,"1,376.54","1,376.54","1,346.15","1,351.46"
7-Dec-00,"1,351.46","1,353.50","1,339.26","1,343.55"
8-Dec-00,"1,343.55","1,380.33","1,343.55","1,369.89"
11-Dec-00,"1,369.89","1,389.05","1,364.14","1,380.20"
12-Dec-00,"1,380.20","1,380.27","1,370.27","1,371.18"
13-Dec-00,"1,371.18","1,385.82","1,358.48","1,359.99"
14-Dec-00,"1,359.99","1,359.99","1,340.48","1,340.93"
15-Dec-00,"1,340.93","1,340.93","1,305.38","1,312.15"
18-Dec-00,"1,312.15","1,332.32","1,312.15","1,322.74"
19-Dec-00,"1,322.96","1,346.44","1,305.20","1,305.60"
20-Dec-00,"1,305.60","1,305.60","1,261.16","1,264.74"
21-Dec-00,"1,264.74","1,285.31","1,254.07","1,274.86"
22-Dec-00,"1,274.86","1,305.97","1,274.86","1,305.95"
26-Dec-00,"1,305.97","1,315.94","1,301.64","1,315.19"
27-Dec-00,"1,315.19","1,332.03","1,310.96","1,328.92"
28-Dec-00,"1,328.92","1,335.93","1,325.78","1,334.22"
29-Dec-00,"1,334.22","1,340.10","1,317.51","1,320.28"
2-Jan-01,"1,320.28","1,320.28","1,276.05","1,283.27"
3-Jan-01,"1,283.27","1,347.76","1,274.62","1,347.56"
4-Jan-01,"1,347.56","1,350.24","1,329.14","1,333.34"
5-Jan-01,"1,333.34","1,334.77","1,294.95","1,298.35"
8-Jan-01,"1,298.35","1,298.35","1,276.29","1,295.86"
9-Jan-01,"1,295.86","1,311.72","1,295.14","1,300.80"
10-Jan-01,"1,300.80","1,313.76","1,287.28","1,313.27"
11-Jan-01,"1,313.27","1,332.19","1,309.72","1,326.82"
12-Jan-01,"1,326.82","1,333.21","1,311.59","1,318.55"
16-Jan-01,"1,318.32","1,327.81","1,313.33","1,326.65"
17-Jan-01,"1,326.65","1,346.92","1,325.41","1,329.47"
18-Jan-01,"1,329.89","1,352.71","1,327.41","1,347.97"
19-Jan-01,"1,347.97","1,354.55","1,336.74","1,342.54"
22-Jan-01,"1,342.54","1,353.62","1,333.84","1,342.90"
23-Jan-01,"1,342.90","1,362.90","1,339.63","1,360.40"
24-Jan-01,"1,360.40","1,369.75","1,357.28","1,364.30"
25-Jan-01,"1,364.30","1,367.35","1,354.63","1,357.51"
26-Jan-01,"1,357.51","1,357.51","1,342.75","1,354.95"
29-Jan-01,"1,354.92","1,365.54","1,350.36","1,364.17"
30-Jan-01,"1,364.17","1,375.68","1,356.20","1,373.73"
31-Jan-01,"1,373.73","1,383.37","1,364.66","1,366.01"
1-Feb-01,"1,366.01","1,373.50","1,359.34","1,373.47"
2-Feb-01,"1,373.47","1,376.38","1,348.72","1,349.47"
5-Feb-01,"1,349.47","1,354.56","1,344.48","1,354.31"
6-Feb-01,"1,354.31","1,363.55","1,350.04","1,352.26"
7-Feb-01,"1,352.26","1,352.26","1,334.26","1,340.89"
8-Feb-01,"1,341.10","1,350.32","1,332.42","1,332.53"
9-Feb-01,"1,332.53","1,332.53","1,309.98","1,314.76"
12-Feb-01,"1,314.76","1,330.96","1,313.64","1,330.31"
13-Feb-01,"1,330.31","1,336.62","1,317.51","1,318.80"
14-Feb-01,"1,318.80","1,320.73","1,304.72","1,315.92"
15-Feb-01,"1,315.92","1,331.29","1,315.92","1,326.61"
16-Feb-01,"1,326.61","1,326.61","1,293.18","1,301.53"
20-Feb-01,"1,301.53","1,307.16","1,278.44","1,278.94"
21-Feb-01,"1,278.94","1,282.97","1,253.16","1,255.27"
22-Feb-01,"1,255.27","1,259.94","1,228.33","1,252.82"
23-Feb-01,"1,252.82","1,252.82","1,215.44","1,245.86"
26-Feb-01,"1,245.86","1,267.69","1,241.71","1,267.65"
27-Feb-01,"1,267.65","1,272.76","1,252.26","1,257.94"
28-Feb-01,"1,257.94","1,263.47","1,229.65","1,239.94"
1-Mar-01,"1,239.94","1,241.36","1,214.50","1,241.23"
2-Mar-01,"1,241.23","1,251.01","1,219.74","1,234.18"
5-Mar-01,"1,234.18","1,242.55","1,234.04","1,241.41"
6-Mar-01,"1,241.41","1,267.42","1,241.41","1,253.80"
7-Mar-01,"1,253.80","1,263.86","1,253.80","1,261.89"
8-Mar-01,"1,261.89","1,266.50","1,257.60","1,264.74"
9-Mar-01,"1,264.74","1,264.74","1,228.42","1,233.42"
12-Mar-01,"1,233.42","1,233.42","1,176.78","1,180.16"
13-Mar-01,"1,180.16","1,197.83","1,171.50","1,197.66"
14-Mar-01,"1,197.66","1,197.66","1,155.35","1,166.71"
15-Mar-01,"1,166.71","1,182.04","1,166.71","1,173.56"
16-Mar-01,"1,173.56","1,173.56","1,148.64","1,150.53"
19-Mar-01,"1,150.53","1,173.50","1,147.18","1,170.81"
20-Mar-01,"1,170.81","1,180.56","1,142.19","1,142.62"
21-Mar-01,"1,142.62","1,149.39","1,118.74","1,122.14"
22-Mar-01,"1,122.14","1,124.27","1,081.19","1,117.58"
23-Mar-01,"1,117.58","1,141.83","1,117.58","1,139.83"
26-Mar-01,"1,139.83","1,160.02","1,139.83","1,152.69"
27-Mar-01,"1,152.69","1,183.35","1,150.96","1,182.17"
28-Mar-01,"1,182.17","1,182.17","1,147.83","1,153.29"
29-Mar-01,"1,153.29","1,161.69","1,136.26","1,147.95"
30-Mar-01,"1,147.95","1,162.80","1,143.83","1,160.33"
2-Apr-01,"1,160.33","1,169.51","1,137.51","1,145.87"
3-Apr-01,"1,145.87","1,145.87","1,100.19","1,106.46"
4-Apr-01,"1,106.46","1,117.50","1,091.99","1,103.25"
5-Apr-01,"1,103.25","1,151.47","1,103.25","1,151.44"
6-Apr-01,"1,151.44","1,151.44","1,119.29","1,128.43"
9-Apr-01,"1,128.43","1,146.13","1,126.38","1,137.59"
10-Apr-01,"1,137.59","1,173.92","1,137.59","1,168.38"
11-Apr-01,"1,168.38","1,182.24","1,160.26","1,165.89"
12-Apr-01,"1,165.89","1,183.51","1,157.73","1,183.50"
16-Apr-01,"1,183.50","1,184.64","1,167.38","1,179.68"
17-Apr-01,"1,179.68","1,192.25","1,168.90","1,191.81"
18-Apr-01,"1,191.81","1,248.42","1,191.81","1,238.16"
19-Apr-01,"1,238.16","1,253.71","1,233.39","1,253.69"
20-Apr-01,"1,253.70","1,253.70","1,234.41","1,242.98"
23-Apr-01,"1,242.98","1,242.98","1,217.47","1,224.36"
24-Apr-01,"1,224.36","1,233.54","1,208.89","1,209.47"
25-Apr-01,"1,209.47","1,232.36","1,207.38","1,228.75"
26-Apr-01,"1,228.75","1,248.30","1,228.75","1,234.52"
27-Apr-01,"1,234.52","1,253.07","1,234.52","1,253.05"
30-Apr-01,"1,253.05","1,269.30","1,243.99","1,249.46"
1-May-01,"1,249.46","1,266.47","1,243.55","1,266.44"
2-May-01,"1,266.44","1,272.93","1,257.70","1,267.43"
3-May-01,"1,267.43","1,267.43","1,239.88","1,248.58"
4-May-01,"1,248.58","1,267.51","1,232.00","1,266.61"
7-May-01,"1,266.61","1,270.00","1,259.19","1,263.51"
8-May-01,"1,266.71","1,267.01","1,253.00","1,261.20"
9-May-01,"1,261.20","1,261.65","1,247.83","1,255.54"
10-May-01,"1,255.54","1,268.14","1,254.56","1,255.18"
11-May-01,"1,255.18","1,259.84","1,240.79","1,245.67"
14-May-01,"1,245.67","1,249.68","1,241.02","1,248.92"
15-May-01,"1,248.92","1,257.45","1,245.36","1,249.44"
16-May-01,"1,249.44","1,286.39","1,243.02","1,284.99"
17-May-01,"1,284.99","1,296.48","1,282.65","1,288.49"
18-May-01,"1,288.49","1,292.06","1,281.15","1,291.96"
21-May-01,"1,291.96","1,312.95","1,287.87","1,312.83"
22-May-01,"1,312.83","1,315.93","1,306.89","1,309.38"
23-May-01,"1,309.38","1,309.38","1,288.70","1,289.05"
24-May-01,"1,289.05","1,295.04","1,281.22","1,293.17"
25-May-01,"1,293.17","1,293.17","1,276.42","1,277.89"
29-May-01,"1,277.89","1,278.42","1,265.41","1,267.93"
30-May-01,"1,267.93","1,267.93","1,245.96","1,248.08"
31-May-01,"1,248.08","1,261.91","1,248.07","1,255.82"
1-Jun-01,"1,255.82","1,265.34","1,246.88","1,260.67"
4-Jun-01,"1,260.67","1,267.17","1,256.36","1,267.11"
5-Jun-01,"1,267.11","1,286.62","1,267.11","1,283.57"
6-Jun-01,"1,283.57","1,283.85","1,269.01","1,270.03"
7-Jun-01,"1,270.03","1,277.08","1,265.08","1,276.96"
8-Jun-01,"1,276.96","1,277.11","1,259.99","1,264.96"
11-Jun-01,"1,264.96","1,264.96","1,249.23","1,254.39"
12-Jun-01,"1,254.39","1,261.00","1,235.75","1,255.85"
13-Jun-01,"1,255.85","1,259.75","1,241.59","1,241.60"
14-Jun-01,"1,241.60","1,241.60","1,218.90","1,219.87"
15-Jun-01,"1,219.87","1,221.50","1,203.03","1,214.36"
18-Jun-01,"1,214.36","1,221.23","1,208.33","1,208.43"
19-Jun-01,"1,208.43","1,226.11","1,207.71","1,212.58"
20-Jun-01,"1,212.58","1,225.61","1,210.07","1,223.14"
21-Jun-01,"1,223.14","1,240.24","1,220.25","1,237.04"
22-Jun-01,"1,237.04","1,237.73","1,221.41","1,225.35"
25-Jun-01,"1,225.35","1,231.50","1,213.60","1,218.60"
26-Jun-01,"1,218.60","1,220.70","1,204.64","1,216.76"
27-Jun-01,"1,216.76","1,219.92","1,207.29","1,211.07"
28-Jun-01,"1,211.07","1,234.44","1,211.07","1,226.20"
29-Jun-01,"1,226.20","1,237.29","1,221.14","1,224.38"
2-Jul-01,"1,224.42","1,239.78","1,224.03","1,236.72"
3-Jul-01,"1,236.71","1,236.71","1,229.43","1,234.45"
5-Jul-01,"1,234.45","1,234.45","1,219.15","1,219.24"
6-Jul-01,"1,219.24","1,219.24","1,188.74","1,190.59"
9-Jul-01,"1,190.59","1,201.76","1,189.75","1,198.78"
10-Jul-01,"1,198.78","1,203.43","1,179.93","1,181.52"
11-Jul-01,"1,181.52","1,184.93","1,168.46","1,180.18"
12-Jul-01,"1,180.18","1,210.25","1,180.18","1,208.14"
13-Jul-01,"1,208.14","1,218.54","1,203.61","1,215.68"
16-Jul-01,"1,215.68","1,219.63","1,200.05","1,202.45"
17-Jul-01,"1,202.45","1,215.36","1,196.14","1,214.44"
18-Jul-01,"1,214.44","1,214.44","1,198.33","1,207.71"
19-Jul-01,"1,207.71","1,225.04","1,205.80","1,215.02"
20-Jul-01,"1,215.02","1,215.69","1,207.04","1,210.85"
23-Jul-01,"1,210.85","1,215.22","1,190.50","1,191.03"
24-Jul-01,"1,191.03","1,191.03","1,165.54","1,171.65"
25-Jul-01,"1,171.65","1,190.52","1,171.28","1,190.49"
26-Jul-01,"1,190.49","1,204.18","1,182.65","1,202.93"
27-Jul-01,"1,202.93","1,209.26","1,195.99","1,205.82"
30-Jul-01,"1,205.82","1,209.05","1,200.41","1,204.52"
31-Jul-01,"1,204.52","1,222.74","1,204.52","1,211.23"
1-Aug-01,"1,211.23","1,223.04","1,211.23","1,215.93"
2-Aug-01,"1,215.93","1,226.27","1,215.31","1,220.75"
3-Aug-01,"1,220.75","1,220.75","1,205.31","1,214.35"
6-Aug-01,"1,214.35","1,214.35","1,197.35","1,200.48"
7-Aug-01,"1,200.47","1,207.56","1,195.64","1,204.40"
8-Aug-01,"1,204.40","1,206.79","1,181.27","1,183.53"
9-Aug-01,"1,183.53","1,184.71","1,174.68","1,183.43"
10-Aug-01,"1,183.43","1,193.33","1,169.55","1,190.16"
13-Aug-01,"1,190.16","1,193.82","1,185.12","1,191.29"
14-Aug-01,"1,191.29","1,198.79","1,184.26","1,186.73"
15-Aug-01,"1,186.73","1,191.21","1,177.61","1,178.02"
16-Aug-01,"1,178.02","1,181.80","1,166.08","1,181.66"
17-Aug-01,"1,181.66","1,181.66","1,156.07","1,161.97"
20-Aug-01,"1,161.97","1,171.41","1,160.94","1,171.41"
21-Aug-01,"1,171.41","1,179.85","1,156.56","1,157.26"
22-Aug-01,"1,157.26","1,168.56","1,153.34","1,165.31"
23-Aug-01,"1,165.31","1,169.86","1,160.96","1,162.09"
24-Aug-01,"1,162.09","1,185.15","1,162.09","1,184.93"
27-Aug-01,"1,184.93","1,186.85","1,178.07","1,179.21"
28-Aug-01,"1,179.21","1,179.66","1,161.17","1,161.51"
29-Aug-01,"1,161.51","1,166.97","1,147.38","1,148.56"
30-Aug-01,"1,148.60","1,151.75","1,124.87","1,129.03"
31-Aug-01,"1,129.03","1,141.83","1,126.38","1,133.58"
4-Sep-01,"1,133.58","1,155.40","1,129.06","1,132.94"
5-Sep-01,"1,132.94","1,135.52","1,114.86","1,131.74"
6-Sep-01,"1,131.74","1,131.74","1,105.83","1,106.40"
7-Sep-01,"1,106.40","1,106.40","1,082.12","1,085.78"
10-Sep-01,"1,085.78","1,096.94","1,073.15","1,092.54"
17-Sep-01,"1,092.54","1,092.54","1,037.46","1,038.77"
18-Sep-01,"1,038.77","1,046.42","1,029.25","1,032.74"
19-Sep-01,"1,032.74","1,038.91",984.62,"1,016.10"
20-Sep-01,"1,016.10","1,016.10",984.49,984.54
21-Sep-01,984.54,984.54,944.75,965.8
24-Sep-01,965.8,"1,008.44",965.8,"1,003.45"
25-Sep-01,"1,003.45","1,017.14",998.33,"1,012.27"
26-Sep-01,"1,012.27","1,020.29","1,002.62","1,007.04"
27-Sep-01,"1,007.04","1,018.92",998.24,"1,018.61"
28-Sep-01,"1,018.61","1,040.94","1,018.61","1,040.94"
1-Oct-01,"1,040.94","1,040.94","1,026.76","1,038.55"
2-Oct-01,"1,038.55","1,051.33","1,034.47","1,051.33"
3-Oct-01,"1,051.33","1,075.38","1,041.48","1,072.28"
4-Oct-01,"1,072.28","1,084.12","1,067.82","1,069.63"
5-Oct-01,"1,069.62","1,072.35","1,053.50","1,071.38"
8-Oct-01,"1,071.37","1,071.37","1,056.88","1,062.44"
9-Oct-01,"1,062.44","1,063.37","1,053.83","1,056.75"
10-Oct-01,"1,056.75","1,081.62","1,052.76","1,080.99"
11-Oct-01,"1,080.99","1,099.16","1,080.99","1,097.43"
12-Oct-01,"1,097.43","1,097.43","1,072.15","1,091.65"
15-Oct-01,"1,091.65","1,091.65","1,078.19","1,089.98"
16-Oct-01,"1,089.98","1,101.66","1,087.13","1,097.54"
17-Oct-01,"1,097.54","1,107.12","1,076.57","1,077.09"
18-Oct-01,"1,077.09","1,077.94","1,064.54","1,068.61"
19-Oct-01,"1,068.61","1,075.52","1,057.24","1,073.48"
22-Oct-01,"1,073.48","1,090.57","1,070.79","1,089.90"
23-Oct-01,"1,089.90","1,098.99","1,081.53","1,084.78"
24-Oct-01,"1,084.78","1,090.26","1,079.98","1,085.20"
25-Oct-01,"1,085.20","1,100.09","1,065.64","1,100.09"
26-Oct-01,"1,100.09","1,110.61","1,094.24","1,104.61"
29-Oct-01,"1,104.61","1,104.61","1,078.30","1,078.30"
30-Oct-01,"1,078.30","1,078.30","1,053.61","1,059.79"
31-Oct-01,"1,059.79","1,074.79","1,057.55","1,059.78"
1-Nov-01,"1,059.78","1,085.61","1,054.31","1,084.10"
2-Nov-01,"1,084.10","1,089.63","1,075.58","1,087.20"
5-Nov-01,"1,087.20","1,106.72","1,087.20","1,102.84"
6-Nov-01,"1,102.84","1,119.73","1,095.36","1,118.86"
7-Nov-01,"1,118.86","1,126.62","1,112.98","1,115.80"
8-Nov-01,"1,115.80","1,135.75","1,115.42","1,118.54"
9-Nov-01,"1,118.54","1,123.02","1,111.13","1,120.31"
12-Nov-01,"1,120.31","1,121.71","1,098.32","1,118.33"
13-Nov-01,"1,118.33","1,139.14","1,118.33","1,139.09"
